CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Quantidade_Total_Membros;Quantidade_Membros_Remunerados;Diluicao_Potencial;Preco_Medio_Ponderado_Opcoes_Em_Aberto;Preco_Medio_Ponderado_Opcoes_Perdidas;Preco_Medio_Ponderado_Opcoes_Exercidas
09.112.685/0001-32;2025-12-31;1;148779;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Conselho de Administração;4.33;4.33;0.000000;0.00;0.00;0.00
09.112.685/0001-32;2025-12-31;1;148779;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;0.000000;0.00;0.00;0.00
09.112.685/0001-32;2025-12-31;1;148779;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;2024-01-01;2024-12-31;Conselho de Administração;5.00;5.00;0.000000;0.00;0.00;0.00
09.112.685/0001-32;2025-12-31;1;148779;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;2024-01-01;2024-12-31;Conselho Fiscal;3.00;3.00;0.000000;0.00;0.00;0.00
09.112.685/0001-32;2025-12-31;1;148779;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;2024-01-01;2024-12-31;Diretoria Estatutária;2.00;2.00;0.000000;0.00;0.00;0.00
09.112.685/0001-32;2025-12-31;1;148779;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;2025-01-01;2025-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
09.112.685/0001-32;2025-12-31;1;148779;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;2025-01-01;2025-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
09.112.685/0001-32;2025-12-31;1;148779;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;2025-01-01;2025-12-31;Diretoria Estatutária;2.00;0.00;0.000000;0.00;0.00;0.00
09.114.805/0001-30;2025-12-31;4;153494;OCEANPACT SERVIÇOS MARITIMOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.00;0.00;0.000000;0.00;0.00;0.00
09.114.805/0001-30;2025-12-31;4;153494;OCEANPACT SERVIÇOS MARITIMOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;9.16;0.00;0.000000;0.00;0.00;0.00
09.114.805/0001-30;2025-12-31;4;153494;OCEANPACT SERVIÇOS MARITIMOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.67;0.00;0.000000;0.00;0.00;0.00
09.114.805/0001-30;2025-12-31;4;153494;OCEANPACT SERVIÇOS MARITIMOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;9.00;0.00;0.000000;0.00;0.00;0.00
09.114.805/0001-30;2025-12-31;4;153494;OCEANPACT SERVIÇOS MARITIMOS S.A.;2024-01-01;2024-12-31;Conselho de Administração;6.00;0.00;0.000000;0.00;0.00;0.00
09.114.805/0001-30;2025-12-31;4;153494;OCEANPACT SERVIÇOS MARITIMOS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;7.67;0.00;0.000000;0.00;0.00;0.00
09.114.805/0001-30;2025-12-31;4;153494;OCEANPACT SERVIÇOS MARITIMOS S.A.;2025-01-01;2025-12-31;Conselho de Administração;6.00;0.00;0.000000;0.00;0.00;0.00
09.114.805/0001-30;2025-12-31;4;153494;OCEANPACT SERVIÇOS MARITIMOS S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;6.00;0.00;0.000000;0.00;0.00;0.00
09.229.201/0001-30;2025-12-31;4;153964;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;9.00;0.00;0.000000;0.00;0.00;0.00
09.229.201/0001-30;2025-12-31;4;153964;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;6.00;0.250000;0.00;0.00;12.55
09.229.201/0001-30;2025-12-31;4;153964;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;9.00;0.00;0.000000;0.00;0.00;0.00
09.229.201/0001-30;2025-12-31;4;153964;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.80;5.80;0.180000;0.00;0.00;15.07
09.229.201/0001-30;2025-12-31;4;153964;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;2024-01-01;2024-12-31;Conselho de Administração;9.00;0.00;0.000000;0.00;0.00;0.00
09.229.201/0001-30;2025-12-31;4;153964;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;6.00;6.00;0.230000;0.00;0.00;18.12
09.229.201/0001-30;2025-12-31;4;153964;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;2025-01-01;2025-12-31;Conselho de Administração;9.00;0.00;0.000000;0.00;0.00;0.00
09.229.201/0001-30;2025-12-31;4;153964;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;6.00;6.00;0.240000;0.00;0.00;0.00
09.295.063/0001-97;2025-12-31;6;154463;TECHNOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;4.00;1.500000;1.37;1.37;1.37
09.295.063/0001-97;2025-12-31;6;154463;TECHNOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;1.500000;1.37;1.37;1.37
09.295.063/0001-97;2025-12-31;6;154463;TECHNOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.00;4.00;1.600000;1.37;1.37;1.37
09.295.063/0001-97;2025-12-31;6;154463;TECHNOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;2.00;1.600000;1.37;1.37;1.37
09.295.063/0001-97;2025-12-31;6;154463;TECHNOS S.A.;2024-01-01;2024-12-31;Conselho de Administração;6.00;5.00;1.600000;1.37;1.37;1.37
09.295.063/0001-97;2025-12-31;6;154463;TECHNOS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;2.00;2.00;1.600000;1.37;1.37;1.37
09.295.063/0001-97;2025-12-31;6;154463;TECHNOS S.A.;2025-01-01;2025-12-31;Conselho de Administração;6.00;0.00;0.500000;2.42;2.42;2.42
09.295.063/0001-97;2025-12-31;6;154463;TECHNOS S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;2.00;2.00;0.500000;2.42;2.42;2.42
09.305.994/0001-29;2025-12-31;17;154815;AZUL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;3.500000;17.50;0.00;17.20
09.305.994/0001-29;2025-12-31;17;154815;AZUL S.A.;2022-01-01;2022-12-31;Conselho de Administração;11.00;11.00;4.000000;8.04;0.00;11.90
09.305.994/0001-29;2025-12-31;17;154815;AZUL S.A.;2023-01-01;2023-12-31;Conselho de Administração;11.25;11.25;4.400000;8.00;0.00;0.00
09.305.994/0001-29;2025-12-31;17;154815;AZUL S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;3.700000;16.50;0.00;15.20
09.305.994/0001-29;2025-12-31;17;154815;AZUL S.A.;2024-01-01;2024-12-31;Conselho de Administração;12.00;12.00;1.700000;10.70;0.00;0.00
09.305.994/0001-29;2025-12-31;17;154815;AZUL S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.00;4.00;3.400000;12.80;0.00;0.00
09.305.994/0001-29;2025-12-31;17;154815;AZUL S.A.;2025-01-01;2025-12-31;Conselho de Administração;13.67;13.67;13.460000;11.40;0.00;0.00
09.305.994/0001-29;2025-12-31;17;154815;AZUL S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;4.00;4.00;26.770000;11.90;0.00;0.00
09.346.601/0001-25;2025-12-31;6;154608;B3 S.A. - BRASIL, BOLSA, BALCÃO;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
09.346.601/0001-25;2025-12-31;6;154608;B3 S.A. - BRASIL, BOLSA, BALCÃO;2023-01-01;2023-12-31;Diretoria Estatutária;10.92;0.00;0.000000;0.00;0.00;0.00
09.346.601/0001-25;2025-12-31;6;154608;B3 S.A. - BRASIL, BOLSA, BALCÃO;2023-01-01;2023-12-31;Conselho de Administração;10.75;0.00;0.000000;0.00;0.00;0.00
09.346.601/0001-25;2025-12-31;6;154608;B3 S.A. - BRASIL, BOLSA, BALCÃO;2024-01-01;2024-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
09.346.601/0001-25;2025-12-31;6;154608;B3 S.A. - BRASIL, BOLSA, BALCÃO;2024-01-01;2024-12-31;Conselho de Administração;11.00;0.00;0.000000;0.00;0.00;0.00
09.346.601/0001-25;2025-12-31;6;154608;B3 S.A. - BRASIL, BOLSA, BALCÃO;2024-01-01;2024-12-31;Diretoria Estatutária;10.83;0.00;0.000000;0.00;0.00;0.00
09.346.601/0001-25;2025-12-31;6;154608;B3 S.A. - BRASIL, BOLSA, BALCÃO;2022-01-01;2022-12-31;Diretoria Estatutária;10.00;0.00;0.000000;0.00;0.00;0.00
09.346.601/0001-25;2025-12-31;6;154608;B3 S.A. - BRASIL, BOLSA, BALCÃO;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
09.346.601/0001-25;2025-12-31;6;154608;B3 S.A. - BRASIL, BOLSA, BALCÃO;2022-01-01;2022-12-31;Conselho de Administração;10.58;0.00;16.000000;3.64;3.64;3.64
09.346.601/0001-25;2025-12-31;6;154608;B3 S.A. - BRASIL, BOLSA, BALCÃO;2025-01-01;2025-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
09.346.601/0001-25;2025-12-31;6;154608;B3 S.A. - BRASIL, BOLSA, BALCÃO;2025-01-01;2025-12-31;Conselho de Administração;11.00;0.00;0.000000;0.00;0.00;0.00
09.346.601/0001-25;2025-12-31;6;154608;B3 S.A. - BRASIL, BOLSA, BALCÃO;2025-01-01;2025-12-31;Diretoria Estatutária;12.75;0.00;0.000000;0.00;0.00;0.00
09.347.516/0001-81;2025-12-31;2;149686;ELETROMIDIA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;98.000000;6.99;0.00;7.28
09.347.516/0001-81;2025-12-31;2;149686;ELETROMIDIA S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;1.00;0.000000;6.00;0.00;7.33
09.347.516/0001-81;2025-12-31;2;149686;ELETROMIDIA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;2.00;0.360000;10.68;0.00;6.27
09.347.516/0001-81;2025-12-31;2;149686;ELETROMIDIA S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;1.00;4.000000;6.64;0.00;6.64
09.347.516/0001-81;2025-12-31;2;149686;ELETROMIDIA S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
09.347.516/0001-81;2025-12-31;2;149686;ELETROMIDIA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;3.00;98.000000;8.63;0.00;8.63
09.347.516/0001-81;2025-12-31;2;149686;ELETROMIDIA S.A.;2025-01-01;2025-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
09.347.516/0001-81;2025-12-31;2;149686;ELETROMIDIA S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;4.00;4.00;0.259000;10.38;0.00;0.00
09.584.854/0001-37;2025-12-31;1;148720;MANAUS TRANSMISSORA DE ENERGIA S.A;2023-01-01;2023-12-31;Conselho de Administração;3.00;0.00;0.000000;0.00;0.00;0.00
09.611.768/0001-76;2025-12-31;1;148741;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;3.00;0.00;0.000000;0.00;0.00;0.00
09.611.768/0001-76;2025-12-31;1;148741;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
09.611.768/0001-76;2025-12-31;1;148741;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
09.611.768/0001-76;2025-12-31;1;148741;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
09.611.768/0001-76;2025-12-31;1;148741;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
09.611.768/0001-76;2025-12-31;1;148741;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.30;0.00;0.000000;0.00;0.00;0.00
09.611.768/0001-76;2025-12-31;1;148741;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2024-01-01;2024-12-31;Conselho de Administração;3.00;0.00;0.000000;0.00;0.00;0.00
09.611.768/0001-76;2025-12-31;1;148741;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2024-01-01;2024-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
09.611.768/0001-76;2025-12-31;1;148741;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;2.00;0.00;0.000000;0.00;0.00;0.00
09.813.204/0001-16;2025-12-31;3;152149;W2W E-COMMERCE DE VINHOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.00;0.00;0.000000;0.00;0.00;0.00
09.813.204/0001-16;2025-12-31;3;152149;W2W E-COMMERCE DE VINHOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;0.00;0.000000;0.00;0.00;0.00
09.813.204/0001-16;2025-12-31;3;152149;W2W E-COMMERCE DE VINHOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;8.00;0.00;0.000000;0.00;0.00;0.00
09.813.204/0001-16;2025-12-31;3;152149;W2W E-COMMERCE DE VINHOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;0.00;0.000000;0.00;0.00;0.00
09.813.204/0001-16;2025-12-31;3;152149;W2W E-COMMERCE DE VINHOS S.A.;2024-01-01;2024-12-31;Conselho de Administração;8.00;0.00;0.000000;0.00;0.00;0.00
09.813.204/0001-16;2025-12-31;3;152149;W2W E-COMMERCE DE VINHOS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;6.00;0.00;0.000000;0.00;0.00;0.00
09.813.204/0001-16;2025-12-31;3;152149;W2W E-COMMERCE DE VINHOS S.A.;2025-01-01;2025-12-31;Conselho de Administração;8.00;0.00;0.000000;0.00;0.00;0.00
09.813.204/0001-16;2025-12-31;3;152149;W2W E-COMMERCE DE VINHOS S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;4.00;0.00;0.000000;0.00;0.00;0.00
10.139.870/0001-08;2025-12-31;3;154564;NEOGRID PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;7.50;7.50;0.000000;0.00;0.00;0.00
10.139.870/0001-08;2025-12-31;3;154564;NEOGRID PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;7.75;7.75;0.000000;0.00;0.00;0.00
10.139.870/0001-08;2025-12-31;3;154564;NEOGRID PARTICIPAÇÕES S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;7.58;7.58;0.000000;0.00;0.00;0.00
10.139.870/0001-08;2025-12-31;3;154564;NEOGRID PARTICIPAÇÕES S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;6.17;6.17;380.000000;0.00;0.00;0.00
10.571.175/0001-02;2025-12-31;1;148935;URBA DESENVOLVIMENTO URBANO S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.00;0.00;0.000000;0.00;0.00;0.00
10.571.175/0001-02;2025-12-31;1;148935;URBA DESENVOLVIMENTO URBANO S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
10.571.175/0001-02;2025-12-31;1;148935;URBA DESENVOLVIMENTO URBANO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;2.00;2.780000;1.37;0.00;0.00
10.571.175/0001-02;2025-12-31;1;148935;URBA DESENVOLVIMENTO URBANO S.A.;2023-01-01;2023-12-31;Conselho de Administração;3.00;0.00;0.000000;0.00;0.00;0.00
10.571.175/0001-02;2025-12-31;1;148935;URBA DESENVOLVIMENTO URBANO S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
10.571.175/0001-02;2025-12-31;1;148935;URBA DESENVOLVIMENTO URBANO S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;2.67;2.00;2.530000;1.36;1.41;0.00
10.571.175/0001-02;2025-12-31;1;148935;URBA DESENVOLVIMENTO URBANO S.A.;2024-01-01;2024-12-31;Conselho de Administração;3.00;0.00;0.000000;0.00;0.00;0.00
10.571.175/0001-02;2025-12-31;1;148935;URBA DESENVOLVIMENTO URBANO S.A.;2024-01-01;2024-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
10.571.175/0001-02;2025-12-31;1;148935;URBA DESENVOLVIMENTO URBANO S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;2.75;1.92;2.530000;1.36;0.00;0.00
10.629.105/0001-68;2025-12-31;10;154713;PRIO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;49.000000;5.00;0.00;4.90
10.629.105/0001-68;2025-12-31;10;154713;PRIO S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.67;0.00;0.000000;0.00;0.00;0.00
10.629.105/0001-68;2025-12-31;10;154713;PRIO S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;61.000000;9.20;0.00;6.03
10.629.105/0001-68;2025-12-31;10;154713;PRIO S.A.;2023-01-01;2023-12-31;Conselho de Administração;8.00;8.00;0.030000;31.87;0.00;0.00
10.629.105/0001-68;2025-12-31;10;154713;PRIO S.A.;2024-01-01;2024-12-31;Conselho de Administração;8.00;8.00;0.030000;31.87;0.00;31.87
10.629.105/0001-68;2025-12-31;10;154713;PRIO S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;3.00;63.000000;17.98;0.00;8.56
10.629.105/0001-68;2025-12-31;10;154713;PRIO S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;3.83;3.83;56.000000;30.94;0.00;20.98
10.629.105/0001-68;2025-12-31;10;154713;PRIO S.A.;2025-01-01;2025-12-31;Conselho de Administração;8.00;0.00;0.000000;0.00;0.00;0.00
10.760.260/0001-19;2025-12-31;10;154676;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
10.760.260/0001-19;2025-12-31;10;154676;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;2.58;0.00;0.000000;0.00;0.00;0.00
10.760.260/0001-19;2025-12-31;10;154676;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;0.00;0.000000;13.05;0.00;0.00
10.760.260/0001-19;2025-12-31;10;154676;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;2.75;2.75;0.000000;3.30;0.00;0.00
10.760.260/0001-19;2025-12-31;10;154676;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.83;0.00;0.000000;0.00;0.00;0.00
10.760.260/0001-19;2025-12-31;10;154676;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;2025-01-01;2025-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
10.760.260/0001-19;2025-12-31;10;154676;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;3.00;3.00;0.000000;2.40;0.00;0.00
10.807.374/0001-77;2025-12-31;5;154048;BOA SAFRA SEMENTES S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
10.807.374/0001-77;2025-12-31;5;154048;BOA SAFRA SEMENTES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.58;4.00;0.700000;13.04;0.00;0.00
10.807.374/0001-77;2025-12-31;5;154048;BOA SAFRA SEMENTES S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
10.807.374/0001-77;2025-12-31;5;154048;BOA SAFRA SEMENTES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.66;3.00;0.300000;0.00;0.00;0.00
10.807.374/0001-77;2025-12-31;5;154048;BOA SAFRA SEMENTES S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;5.00;5.00;7.000000;13.04;0.00;0.00
10.807.374/0001-77;2025-12-31;5;154048;BOA SAFRA SEMENTES S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
10.807.374/0001-77;2025-12-31;5;154048;BOA SAFRA SEMENTES S.A.;2025-01-01;2025-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
10.807.374/0001-77;2025-12-31;5;154048;BOA SAFRA SEMENTES S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;7.00;6.58;0.310000;12.73;0.00;0.00
11.284.204/0001-18;2025-12-31;5;154358;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;2023-01-01;2023-12-31;Conselho de Administração;5.00;2.00;0.000000;0.00;0.00;0.00
11.284.204/0001-18;2025-12-31;5;154358;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;2023-01-01;2023-12-31;Diretoria Estatutária;3.67;3.67;0.000000;0.00;0.00;0.00
12.091.809/0001-55;2025-12-31;11;154682;BRAVA ENERGIA S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;2.00;0.230000;19.23;0.00;15.75
12.091.809/0001-55;2025-12-31;11;154682;BRAVA ENERGIA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;0.460000;18.43;19.81;0.00
12.091.809/0001-55;2025-12-31;11;154682;BRAVA ENERGIA S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
12.091.809/0001-55;2025-12-31;11;154682;BRAVA ENERGIA S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.08;4.00;0.550000;19.11;0.00;15.75
12.091.809/0001-55;2025-12-31;11;154682;BRAVA ENERGIA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.42;4.00;0.490000;18.70;36.00;15.75
12.091.809/0001-55;2025-12-31;11;154682;BRAVA ENERGIA S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
12.091.809/0001-55;2025-12-31;11;154682;BRAVA ENERGIA S.A.;2024-01-01;2024-12-31;Conselho de Administração;6.33;1.50;22.000000;19.30;19.47;15.75
12.091.809/0001-55;2025-12-31;11;154682;BRAVA ENERGIA S.A.;2024-01-01;2024-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
12.091.809/0001-55;2025-12-31;11;154682;BRAVA ENERGIA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.83;2.17;0.560000;25.61;21.95;7.90
12.091.809/0001-55;2025-12-31;11;154682;BRAVA ENERGIA S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;5.00;5.00;51.000000;0.00;0.00;0.00
12.091.809/0001-55;2025-12-31;11;154682;BRAVA ENERGIA S.A.;2025-01-01;2025-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
12.091.809/0001-55;2025-12-31;11;154682;BRAVA ENERGIA S.A.;2025-01-01;2025-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
12.300.288/0001-07;2025-12-31;7;154708;NORTE ENERGIA S.A.;2023-01-01;2023-12-31;Conselho de Administração;12.00;0.00;0.000000;0.00;0.00;0.00
12.300.288/0001-07;2025-12-31;7;154708;NORTE ENERGIA S.A.;2023-01-01;2023-12-31;Conselho Fiscal;5.00;0.00;0.000000;0.00;0.00;0.00
12.300.288/0001-07;2025-12-31;7;154708;NORTE ENERGIA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;0.00;0.000000;0.00;0.00;0.00
12.300.288/0001-07;2025-12-31;7;154708;NORTE ENERGIA S.A.;2024-01-01;2024-12-31;Conselho de Administração;12.00;0.00;0.000000;0.00;0.00;0.00
12.300.288/0001-07;2025-12-31;7;154708;NORTE ENERGIA S.A.;2024-01-01;2024-12-31;Conselho Fiscal;5.00;0.00;0.000000;0.00;0.00;0.00
12.300.288/0001-07;2025-12-31;7;154708;NORTE ENERGIA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.00;0.00;0.000000;0.00;0.00;0.00
12.300.288/0001-07;2025-12-31;7;154708;NORTE ENERGIA S.A.;2025-01-01;2025-12-31;Conselho de Administração;12.00;0.00;0.000000;0.00;0.00;0.00
12.300.288/0001-07;2025-12-31;7;154708;NORTE ENERGIA S.A.;2025-01-01;2025-12-31;Conselho Fiscal;5.00;0.00;0.000000;0.00;0.00;0.00
12.300.288/0001-07;2025-12-31;7;154708;NORTE ENERGIA S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;4.00;0.00;0.000000;0.00;0.00;0.00
12.648.266/0001-24;2025-12-31;11;154595;AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;6.00;1.00;2.095000;11.60;0.00;11.60
12.648.327/0001-53;2025-12-31;10;154489;HIDROVIAS DO BRASIL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.50;2.00;0.400000;4.70;0.00;0.00
12.648.327/0001-53;2025-12-31;10;154489;HIDROVIAS DO BRASIL S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;2.00;0.400000;4.70;0.00;0.00
12.648.327/0001-53;2025-12-31;10;154489;HIDROVIAS DO BRASIL S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.67;3.00;0.400000;4.70;0.00;0.00
12.648.327/0001-53;2025-12-31;10;154489;HIDROVIAS DO BRASIL S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;4.00;2.00;1.400000;5.25;0.00;0.00
13.217.485/0001-11;2025-12-31;5;154379;GRUPO SBF S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.17;6.17;1.383900;18.00;17.42;8.90
13.217.485/0001-11;2025-12-31;5;154379;GRUPO SBF S.A.;2022-01-01;2022-12-31;Conselho de Administração;11.00;7.00;0.019700;22.28;0.00;0.00
13.217.485/0001-11;2025-12-31;5;154379;GRUPO SBF S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.08;3.00;1.086100;18.49;0.00;6.79
13.217.485/0001-11;2025-12-31;5;154379;GRUPO SBF S.A.;2023-01-01;2023-12-31;Conselho de Administração;11.67;10.33;0.000000;0.00;0.00;0.00
13.217.485/0001-11;2025-12-31;5;154379;GRUPO SBF S.A.;2024-01-01;2024-12-31;Conselho de Administração;12.00;12.00;0.020000;8.26;9.90;0.00
